time,value
"2020-01-04T15:45:00.000Z",125.0247
"2020-01-04T16:00:00.000Z",86.4206
"2020-01-04T16:15:00.000Z",60.5383
"2020-01-04T16:30:00.000Z",32.0239
"2020-01-04T16:45:00.000Z",14.9152
"2020-01-04T17:00:00.000Z",6.1416
"2020-01-04T17:15:00.000Z",0
"2020-01-04T17:30:00.000Z",0
"2020-01-04T17:45:00.000Z",0
"2020-01-04T18:00:00.000Z",0
"2020-01-04T18:15:00.000Z",0
"2020-01-04T18:30:00.000Z",0
"2020-01-04T18:45:00.000Z",0
"2020-01-04T19:00:00.000Z",0
"2020-01-04T19:15:00.000Z",0
"2020-01-04T19:30:00.000Z",0
"2020-01-04T19:45:00.000Z",0
"2020-01-04T20:00:00.000Z",0
"2020-01-04T20:15:00.000Z",0
"2020-01-04T20:30:00.000Z",0
"2020-01-04T20:45:00.000Z",0
"2020-01-04T21:00:00.000Z",0
"2020-01-04T21:15:00.000Z",0
"2020-01-04T21:30:00.000Z",0
"2020-01-04T21:45:00.000Z",0
"2020-01-04T22:00:00.000Z",0
"2020-01-04T22:15:00.000Z",0
"2020-01-04T22:30:00.000Z",0
"2020-01-04T22:45:00.000Z",0
"2020-01-04T23:00:00.000Z",0
"2020-01-04T23:15:00.000Z",0
"2020-01-04T23:30:00.000Z",0
"2020-01-04T23:45:00.000Z",0
"2020-01-05T00:00:00.000Z",0
"2020-01-05T00:15:00.000Z",0
"2020-01-05T00:30:00.000Z",0
"2020-01-05T00:45:00.000Z",0
"2020-01-05T01:00:00.000Z",0
"2020-01-05T01:15:00.000Z",0
"2020-01-05T01:30:00.000Z",0
"2020-01-05T01:45:00.000Z",0
"2020-01-05T02:00:00.000Z",0
"2020-01-05T02:15:00.000Z",0
"2020-01-05T02:30:00.000Z",0
"2020-01-05T02:45:00.000Z",0
"2020-01-05T03:00:00.000Z",0
"2020-01-05T03:15:00.000Z",0
"2020-01-05T03:30:00.000Z",0
"2020-01-05T03:45:00.000Z",0
"2020-01-05T04:00:00.000Z",0
"2020-01-05T04:15:00.000Z",0
"2020-01-05T04:30:00.000Z",0
"2020-01-05T04:45:00.000Z",0
"2020-01-05T05:00:00.000Z",0
"2020-01-05T05:15:00.000Z",0
"2020-01-05T05:30:00.000Z",0
"2020-01-05T05:45:00.000Z",0
"2020-01-05T06:00:00.000Z",0
"2020-01-05T06:15:00.000Z",0
"2020-01-05T06:30:00.000Z",0
"2020-01-05T06:45:00.000Z",0
"2020-01-05T07:00:00.000Z",0
"2020-01-05T07:15:00.000Z",0
"2020-01-05T07:30:00.000Z",3.9481
"2020-01-05T07:45:00.000Z",10.9671
"2020-01-05T08:00:00.000Z",25.8823
"2020-01-05T08:15:00.000Z",34.2173
"2020-01-05T08:30:00.000Z",68.8732
"2020-01-05T08:45:00.000Z",100.0197
"2020-01-05T09:00:00.000Z",139.5012
"2020-01-05T09:15:00.000Z",228.9926
"2020-01-05T09:30:00.000Z",251.8041
"2020-01-05T09:45:00.000Z",291.2856
"2020-01-05T10:00:00.000Z",324.1868
"2020-01-05T10:15:00.000Z",353.5786
"2020-01-05T10:30:00.000Z",375.074
"2020-01-05T10:45:00.000Z",395.6921
"2020-01-05T11:00:00.000Z",412.3621
"2020-01-05T11:15:00.000Z",428.5934
"2020-01-05T11:30:00.000Z",441.7539
"2020-01-05T11:45:00.000Z",457.9851
"2020-01-05T12:00:00.000Z",477.2872
"2020-01-05T12:15:00.000Z",475.5325
"2020-01-05T12:30:00.000Z",472.023
"2020-01-05T12:45:00.000Z",471.1456
"2020-01-05T13:00:00.000Z",463.688
"2020-01-05T13:15:00.000Z",452.2822
"2020-01-05T13:30:00.000Z",439.1218
"2020-01-05T13:45:00.000Z",421.5744
