Time,Canal_Level_PSI,Flow_Meter,Rain_Meter,Sentek_1_sensor_depth,Solar_Radiation,Temp,Wind_Direction
2020-01-15T23:00:00.000Z,1.4196,0,0,36.328,0,45.8709,102.8632
2020-01-15T23:15:00.000Z,1.4196,0,0,36.335,0,46.6853,102.8632
2020-01-15T23:30:00.000Z,1.4196,0,0,36.335,0,46.1111,102.8632
2020-01-15T23:45:00.000Z,1.4196,0,0,36.322,0,46.4943,102.8632
2020-01-16T00:00:00.000Z,1.4196,0,0,36.322,0,45.4853,102.8632
2020-01-16T00:30:00.000Z,1.4103,0,0,36.322,0,45.3403,102.8632
2020-01-16T00:45:00.000Z,1.4196,0,0,36.309,0,44.9527,102.8632
2020-01-16T01:30:00.000Z,1.4103,0,0,36.282,0,43.8786,102.8632
2020-01-16T02:15:00.000Z,1.4196,0,0,36.25,0,43.9768,102.8632
2020-01-16T03:15:00.000Z,1.4196,0,0,36.236,0,44.3683,102.8632
